,oceans_list
15487,Pacific
15488,Pacific
15489,Pacific
15490,Pacific
15491,Pacific
15492,Pacific
15493,Pacific
15494,Pacific
15495,Pacific
15496,Pacific
15497,Pacific
15498,Pacific
15499,Pacific
15500,Pacific
15501,Pacific
15502,Pacific
15503,Pacific
15504,Pacific
15505,Pacific
15506,Pacific
15507,Indian
15508,Pacific
15509,Pacific
15510,Pacific
15511,Pacific
15512,Pacific
15513,Atlantic
15514,Pacific
15515,Pacific
15516,Pacific
15517,Pacific
15518,Pacific
15519,Pacific
15520,Pacific
15521,Pacific
15522,Pacific
15523,Pacific
15524,Pacific
15525,Pacific
15526,Atlantic
15527,Pacific
15528,Pacific
15529,Pacific
15530,Pacific
15531,Pacific
15532,Pacific
15533,Pacific
15534,Pacific
15535,Pacific
15536,Pacific
15537,Indian
15538,Pacific
15539,Indian
15540,Pacific
15541,Pacific
15542,Pacific
15543,Pacific
15544,Pacific
15545,Pacific
15546,Pacific
15547,Pacific
15548,Pacific
15549,Pacific
15550,Pacific
15551,Pacific
15552,Pacific
15553,Atlantic
15554,Atlantic
15555,Atlantic
15556,Pacific
15557,Pacific
15558,Atlantic
15559,Pacific
15560,Pacific
15561,Pacific
15562,Pacific
15563,Pacific
15564,Pacific
15565,Pacific
15566,Pacific
15567,Pacific
15568,Pacific
15569,Pacific
15570,Atlantic
15571,Pacific
15572,Pacific
15573,Pacific
15574,Atlantic
15575,Atlantic
15576,Pacific
15577,Pacific
15578,Pacific
15579,Atlantic
15580,Pacific
15581,Atlantic
15582,Pacific
15583,Atlantic
15584,Atlantic
15585,Pacific
15586,Atlantic
15587,Atlantic
15588,Atlantic
15589,Atlantic
15590,Atlantic
15591,Pacific
15592,Pacific
15593,Pacific
15594,Atlantic
15595,Pacific
15596,Pacific
15597,Pacific
15598,Pacific
15599,Atlantic
15600,Atlantic
15601,Atlantic
15602,Pacific
15603,Atlantic
15604,Pacific
15605,Pacific
15606,Pacific
15607,Pacific
15608,Pacific
15609,Atlantic
15610,Pacific
15611,Atlantic
15612,Pacific
15613,Atlantic
15614,Atlantic
15615,Atlantic
15616,Atlantic
15617,Pacific
15618,Pacific
15619,Pacific
15620,Atlantic
15621,Atlantic
15622,Pacific
15623,Pacific
15624,Pacific
15625,Pacific
15626,Pacific
15627,Pacific
15628,Pacific
15629,Pacific
15630,Atlantic
15631,Pacific
15632,Pacific
15633,Pacific
15634,Pacific
15635,Atlantic
15636,Atlantic
15637,Atlantic
15638,Pacific
15639,Atlantic
15640,Atlantic
15641,Pacific
15642,Atlantic
15643,Pacific
15644,Pacific
15645,Atlantic
15646,Atlantic
15647,Pacific
15648,Pacific
15649,Pacific
15650,Pacific
15651,Pacific
15652,Atlantic
15653,Pacific
15654,Pacific
15655,Pacific
15656,Atlantic
15657,Atlantic
15658,Pacific
15659,Atlantic
15660,Atlantic
15661,Atlantic
15662,Pacific
15663,Pacific
15664,Pacific
15665,Pacific
15666,Atlantic
15667,Atlantic
15668,Atlantic
15669,Atlantic
15670,Atlantic
15671,Pacific
15672,Atlantic
15673,Pacific
15674,Pacific
15675,Atlantic
15676,Atlantic
15677,Pacific
15678,Pacific
15679,Pacific
15680,Pacific
15681,Pacific
15682,Atlantic
15683,Pacific
15684,Pacific
15685,Pacific
15686,Pacific
15687,Pacific
15688,Pacific
15689,Pacific
15690,Pacific
15691,Pacific
15692,Atlantic
15693,Atlantic
15694,Atlantic
15695,Indian
15696,Indian
15697,Atlantic
15698,Pacific
15699,Atlantic
15700,Pacific
15701,Atlantic
15702,Atlantic
15703,Atlantic
15704,Pacific
15705,Pacific
15706,Pacific
15707,Pacific
15708,Pacific
15709,Pacific
15710,Pacific
15711,Pacific
15712,Pacific
15713,Atlantic
15714,Pacific
15715,Atlantic
15716,Pacific
15717,Pacific
15718,Pacific
15719,Pacific
15720,Pacific
15721,Pacific
15722,Pacific
15723,Pacific
15724,Pacific
15725,Atlantic
15726,Pacific
15727,Pacific
15728,Atlantic
15729,Atlantic
15730,Atlantic
15731,Atlantic
15732,Atlantic
15733,Pacific
15734,Pacific
15735,Pacific
15736,Atlantic
15737,Atlantic
15738,Pacific
15739,Atlantic
15740,Pacific
15741,Pacific
15742,Pacific
15743,Atlantic
15744,Pacific
15745,Pacific
15746,Pacific
15747,Pacific
15748,Atlantic
15749,Atlantic
15750,Pacific
15751,Pacific
15752,Pacific
15753,Pacific
15754,Pacific
15755,Pacific
15756,Pacific
15757,Pacific
15758,Pacific
15759,Pacific
15760,Atlantic
15761,Pacific
15762,Atlantic
15763,Pacific
15764,Pacific
15765,Pacific
15766,Atlantic
15767,Pacific
15768,Pacific
15769,Pacific
15770,Pacific
15771,Atlantic
15772,Pacific
15773,Pacific
15774,Atlantic
15775,Pacific
15776,Atlantic
15777,Pacific
15778,Pacific
15779,Pacific
15780,Pacific
15781,Pacific
15782,Atlantic
15783,Pacific
15784,Pacific
15785,Pacific
15786,Pacific
15787,Pacific
15788,Pacific
15789,Pacific
15790,Atlantic
15791,Pacific
15792,Atlantic
15793,Pacific
15794,Atlantic
15795,Atlantic
15796,Pacific
15797,Pacific
15798,Pacific
15799,Pacific
15800,Pacific
15801,Pacific
15802,Pacific
15803,Pacific
15804,Pacific
15805,Atlantic
15806,Atlantic
15807,Pacific
15808,Pacific
15809,Pacific
15810,Pacific
15811,Atlantic
15812,Pacific
15813,Pacific
15814,Pacific
15815,Pacific
15816,Pacific
15817,Pacific
15818,Pacific
15819,Pacific
15820,Pacific
15821,Pacific
15822,Pacific
15823,Pacific
15824,Pacific
15825,Pacific
15826,Pacific
15827,Pacific
15828,Pacific
15829,Pacific
15830,Pacific
15831,Atlantic
15832,Pacific
15833,Pacific
15834,Pacific
15835,Pacific
15836,Pacific
15837,Pacific
15838,Pacific
15839,Pacific
15840,Atlantic
15841,Pacific
15842,Pacific
15843,Pacific
15844,Atlantic
15845,Atlantic
15846,Atlantic
15847,Atlantic
15848,Pacific
15849,Atlantic
15850,Pacific
15851,Pacific
15852,Pacific
15853,Atlantic
15854,Pacific
15855,Atlantic
15856,Atlantic
15857,Atlantic
15858,Atlantic
15859,Atlantic
15860,Atlantic
15861,Atlantic
15862,Atlantic
15863,Pacific
15864,Pacific
15865,Pacific
15866,Pacific
15867,Atlantic
15868,Pacific
15869,Pacific
15870,Pacific
15871,Pacific
15872,Pacific
15873,Pacific
15874,Pacific
15875,Pacific
15876,Atlantic
15877,Pacific
15878,Pacific
15879,Atlantic
15880,Pacific
15881,Pacific
15882,Pacific
15883,Atlantic
15884,Pacific
15885,Pacific
15886,Pacific
15887,Pacific
15888,Pacific
15889,Pacific
15890,Pacific
15891,Atlantic
15892,Atlantic
15893,Pacific
15894,Pacific
15895,Atlantic
15896,Atlantic
15897,Atlantic
15898,Pacific
15899,Atlantic
15900,Atlantic
15901,Atlantic
15902,Pacific
15903,Atlantic
15904,Atlantic
15905,Pacific
15906,Atlantic
15907,Pacific
15908,Pacific
15909,Pacific
15910,Pacific
15911,Pacific
15912,Pacific
15913,Pacific
15914,Pacific
15915,Pacific
15916,Pacific
15917,Pacific
15918,Pacific
15919,Pacific
15920,Pacific
15921,Pacific
15922,Pacific
15923,Atlantic
15924,Pacific
15925,Pacific
15926,Pacific
15927,Pacific
15928,Pacific
15929,Atlantic
15930,Pacific
15931,Pacific
15932,Pacific
15933,Pacific
15934,Pacific
15935,Pacific
15936,Atlantic
15937,Indian
15938,Pacific
15939,Atlantic
15940,Pacific
15941,Pacific
15942,Pacific
15943,Indian
15944,Pacific
15945,Pacific
15946,Pacific
15947,Atlantic
15948,Pacific
15949,Pacific
15950,Pacific
15951,Pacific
15952,Pacific
15953,Pacific
15954,Pacific
15955,Pacific
15956,Pacific
15957,Pacific
15958,Pacific
15959,Atlantic
15960,Pacific
15961,Atlantic
15962,Atlantic
15963,Pacific
15964,Pacific
15965,Pacific
15966,Pacific
15967,Atlantic
15968,Pacific
15969,Pacific
15970,Pacific
15971,Pacific
15972,Pacific
15973,Pacific
15974,Pacific
15975,Pacific
15976,Atlantic
15977,Pacific
15978,Pacific
15979,Pacific
15980,Pacific
15981,Pacific
15982,Pacific
15983,Pacific
15984,Pacific
15985,Pacific
15986,Pacific
15987,Pacific
15988,Pacific
15989,Pacific
15990,Pacific
15991,Atlantic
15992,Pacific
15993,Pacific
15994,Atlantic
15995,Pacific
15996,Pacific
15997,Pacific
15998,Pacific
15999,Pacific
16000,Pacific
16001,Pacific
16002,Pacific
16003,Pacific
16004,Pacific
16005,Pacific
16006,Pacific
16007,Pacific
16008,Pacific
16009,Pacific
16010,Pacific
16011,Pacific
16012,Pacific
16013,Pacific
16014,Pacific
16015,Pacific
16016,Pacific
16017,Atlantic
16018,Pacific
16019,Pacific
16020,Pacific
16021,Atlantic
16022,Pacific
16023,Atlantic
16024,Atlantic
16025,Pacific
16026,Pacific
16027,Pacific
16028,Pacific
16029,Pacific
16030,Pacific
16031,Pacific
16032,Pacific
16033,Pacific
16034,Pacific
16035,Pacific
16036,Pacific
16037,Atlantic
16038,Atlantic
16039,Pacific
16040,Pacific
16041,Pacific
16042,Pacific
16043,Pacific
16044,Atlantic
16045,Pacific
16046,Pacific
16047,Pacific
16048,Pacific
16049,Pacific
16050,Pacific
16051,Atlantic
16052,Pacific
16053,Pacific
16054,Pacific
16055,Atlantic
16056,Pacific
16057,Pacific
16058,Pacific
16059,Atlantic
16060,Pacific
16061,Atlantic
16062,Pacific
16063,Pacific
16064,Pacific
16065,Pacific
16066,Pacific
16067,Pacific
16068,Pacific
16069,Pacific
16070,Pacific
16071,Pacific
16072,Pacific
16073,Pacific
16074,Pacific
16075,Pacific
16076,Pacific
16077,Pacific
16078,Pacific
16079,Pacific
16080,Pacific
16081,Pacific
16082,Pacific
16083,Pacific
16084,Pacific
16085,Pacific
16086,Pacific
16087,Pacific
16088,Pacific
16089,Pacific
16090,Pacific
16091,Pacific
16092,Pacific
16093,Atlantic
16094,Pacific
16095,Atlantic
16096,Pacific
16097,Pacific
16098,Pacific
16099,Pacific
16100,Pacific
16101,Pacific
16102,Pacific
16103,Pacific
16104,Pacific
16105,Pacific
16106,Atlantic
16107,Pacific
16108,Pacific
16109,Pacific
16110,Pacific
16111,Pacific
16112,Pacific
16113,Pacific
16114,Pacific
16115,Pacific
16116,Atlantic
16117,Pacific
16118,Pacific
16119,Pacific
16120,Pacific
16121,Pacific
16122,Pacific
16123,Pacific
16124,Atlantic
16125,Pacific
16126,Pacific
16127,Pacific
16128,Pacific
16129,Pacific
16130,Pacific
16131,Pacific
16132,Pacific
16133,Pacific
16134,Pacific
16135,Pacific
16136,Pacific
16137,Pacific
16138,Pacific
16139,Pacific
16140,Pacific
16141,Pacific
16142,Pacific
16143,Pacific
16144,Atlantic
16145,Pacific
16146,Pacific
16147,Pacific
16148,Pacific
16149,Pacific
16150,Pacific
16151,Pacific
16152,Pacific
16153,Pacific
16154,Atlantic
16155,Pacific
16156,Atlantic
16157,Pacific
16158,Pacific
16159,Pacific
16160,Pacific
16161,Pacific
16162,Pacific
16163,Pacific
16164,Pacific
16165,Pacific
16166,Pacific
16167,Pacific
16168,Pacific
16169,Pacific
16170,Pacific
16171,Pacific
16172,Pacific
16173,Pacific
16174,Pacific
16175,Pacific
16176,Pacific
16177,Pacific
16178,Pacific
16179,Pacific
16180,Pacific
16181,Pacific
16182,Pacific
16183,Pacific
16184,Atlantic
16185,Pacific
16186,Pacific
16187,Pacific
16188,Pacific
16189,Atlantic
16190,Pacific
16191,Pacific
16192,Pacific
16193,Pacific
16194,Atlantic
16195,Pacific
16196,Pacific
16197,Pacific
16198,Pacific
16199,Pacific
16200,Pacific
16201,Pacific
16202,Pacific
16203,Pacific
16204,Pacific
16205,Pacific
16206,Atlantic
16207,Pacific
16208,Pacific
16209,Pacific
16210,Pacific
16211,Atlantic
16212,Atlantic
16213,Pacific
16214,Pacific
16215,Pacific
16216,Pacific
16217,Pacific
16218,Pacific
16219,Pacific
16220,Pacific
16221,Atlantic
16222,Pacific
16223,Pacific
16224,Pacific
16225,Pacific
16226,Pacific
16227,Pacific
16228,Pacific
16229,Pacific
16230,Pacific
16231,Pacific
16232,Pacific
16233,Pacific
16234,Atlantic
16235,Pacific
16236,Pacific
16237,Pacific
16238,Pacific
16239,Pacific
16240,Pacific
16241,False
16242,Pacific
16243,False
16244,Atlantic
16245,Atlantic
16246,Indian
16247,Atlantic
16248,Pacific
16249,Pacific
16250,Atlantic
16251,Pacific
16252,Atlantic
16253,Pacific
16254,Pacific
16255,Pacific
16256,Pacific
16257,Pacific
16258,Pacific
16259,Pacific
16260,Pacific
16261,Pacific
16262,Pacific
16263,Pacific
16264,Pacific
16265,Pacific
16266,Pacific
16267,Pacific
16268,Pacific
16269,Pacific
16270,Pacific
16271,Pacific
16272,Pacific
16273,Atlantic
16274,Atlantic
16275,Pacific
16276,Pacific
16277,Pacific
16278,Pacific
16279,Atlantic
16280,Atlantic
16281,Atlantic
16282,Atlantic
16283,Pacific
16284,Atlantic
16285,Atlantic
16286,Pacific
16287,Pacific
16288,Atlantic
16289,Pacific
16290,Pacific
16291,Pacific
16292,Atlantic
16293,Pacific
16294,Pacific
16295,Atlantic
16296,Atlantic
16297,Pacific
16298,Pacific
16299,Pacific
16300,Atlantic
16301,Pacific
16302,Pacific
16303,Pacific
16304,Atlantic
16305,Atlantic
16306,Atlantic
16307,Atlantic
16308,Atlantic
16309,Atlantic
16310,Atlantic
16311,Atlantic
16312,Atlantic
16313,Atlantic
16314,Atlantic
16315,Atlantic
16316,Pacific
16317,Atlantic
16318,Atlantic
16319,Atlantic
16320,Atlantic
16321,Atlantic
16322,Pacific
16323,Atlantic
16324,Pacific
16325,Atlantic
16326,Pacific
16327,Atlantic
16328,Pacific
16329,Pacific
16330,Pacific
16331,Atlantic
16332,Pacific
16333,Pacific
16334,Atlantic
16335,Atlantic
16336,Pacific
16337,Pacific
16338,Pacific
16339,Pacific
16340,Pacific
16341,Pacific
16342,Atlantic
16343,Pacific
16344,Atlantic
16345,Pacific
16346,Pacific
16347,Pacific
16348,Pacific
16349,Atlantic
16350,Pacific
16351,Pacific
16352,Atlantic
16353,Atlantic
16354,Pacific
16355,Atlantic
16356,Pacific
16357,Atlantic
16358,Atlantic
16359,Atlantic
16360,Pacific
16361,Pacific
16362,Pacific
16363,Pacific
16364,Pacific
16365,Pacific
16366,Pacific
16367,Pacific
16368,Pacific
16369,Atlantic
16370,Pacific
16371,Atlantic
16372,Pacific
16373,Pacific
16374,Pacific
16375,Pacific
16376,Atlantic
16377,Atlantic
16378,Pacific
16379,Pacific
16380,Atlantic
16381,Pacific
16382,Atlantic
16383,Pacific
16384,Pacific
16385,Pacific
16386,Pacific
16387,Atlantic
16388,Pacific
16389,Pacific
16390,Pacific
16391,Pacific
16392,Pacific
16393,Pacific
16394,Pacific
16395,Atlantic
16396,Pacific
16397,Atlantic
16398,Atlantic
16399,Atlantic
16400,Pacific
16401,Pacific
16402,Atlantic
16403,Atlantic
16404,Atlantic
16405,Pacific
16406,Atlantic
16407,Pacific
16408,Atlantic
16409,Pacific
16410,Pacific
16411,Pacific
16412,Atlantic
16413,Pacific
16414,Atlantic
16415,Pacific
16416,Pacific
16417,Atlantic
16418,Atlantic
16419,Pacific
16420,Indian
16421,Pacific
16422,Atlantic
16423,Atlantic
16424,Pacific
16425,Atlantic
16426,Pacific
16427,Pacific
16428,Pacific
16429,Pacific
16430,Pacific
16431,Pacific
16432,Pacific
16433,Pacific
16434,Pacific
16435,Atlantic
16436,Atlantic
16437,Pacific
16438,Atlantic
16439,Pacific
16440,Pacific
16441,Atlantic
16442,Atlantic
16443,Atlantic
16444,Atlantic
16445,Atlantic
16446,Atlantic
16447,Atlantic
16448,Pacific
16449,Pacific
16450,Atlantic
16451,Atlantic
16452,Atlantic
16453,Atlantic
16454,Atlantic
16455,Pacific
16456,Atlantic
16457,Pacific
16458,Atlantic
16459,Atlantic
16460,Atlantic
16461,Atlantic
16462,Pacific
16463,Pacific
16464,Pacific
16465,Atlantic
16466,Atlantic
16467,Atlantic
16468,Pacific
16469,Atlantic
16470,Pacific
16471,Pacific
16472,Pacific
16473,Pacific
16474,Atlantic
16475,Atlantic
16476,Pacific
16477,Pacific
16478,Pacific
16479,Pacific
16480,Atlantic
16481,Pacific
16482,Pacific
16483,Atlantic
16484,Pacific
16485,Pacific
16486,Atlantic
16487,Atlantic
16488,Pacific
16489,Pacific
16490,Pacific
16491,Atlantic
16492,Pacific
16493,Pacific
16494,Atlantic
16495,Atlantic
16496,Atlantic
16497,Pacific
16498,Pacific
16499,Atlantic
16500,Atlantic
16501,Atlantic
16502,Pacific
16503,Pacific
16504,Pacific
16505,Atlantic
16506,Pacific
16507,Pacific
16508,Pacific
16509,Pacific
16510,Pacific
16511,Atlantic
16512,Atlantic
16513,Pacific
16514,Pacific
16515,Pacific
16516,Pacific
16517,Pacific
16518,Pacific
16519,Pacific
16520,Pacific
16521,Pacific
16522,Pacific
16523,Pacific
16524,Pacific
16525,Pacific
16526,Pacific
16527,Pacific
16528,False
16529,Pacific
16530,Pacific
16531,Pacific
16532,Pacific
16533,Pacific
16534,Pacific
16535,Pacific
16536,Pacific
16537,Pacific
16538,Atlantic
16539,Pacific
16540,Pacific
16541,Pacific
16542,Pacific
16543,Atlantic
16544,Atlantic
16545,Pacific
16546,Pacific
16547,Atlantic
16548,Pacific
16549,Pacific
16550,Atlantic
16551,Atlantic
16552,Atlantic
16553,Pacific
16554,Pacific
16555,Pacific
16556,Pacific
16557,Pacific
16558,Pacific
16559,Pacific
16560,Pacific
16561,Atlantic
16562,Pacific
16563,Pacific
16564,Pacific
16565,Pacific
16566,Pacific
16567,Atlantic
16568,Pacific
16569,Pacific
16570,Pacific
16571,Pacific
16572,Pacific
16573,Pacific
16574,Pacific
16575,Pacific
16576,Pacific
16577,Atlantic
16578,Atlantic
16579,Pacific
16580,Pacific
16581,Pacific
16582,Pacific
16583,Pacific
16584,Atlantic
16585,Pacific
16586,Pacific
16587,Pacific
16588,Atlantic
16589,Atlantic
16590,Pacific
16591,Pacific
16592,Atlantic
16593,Atlantic
16594,Atlantic
16595,Atlantic
16596,Atlantic
16597,Atlantic
16598,Pacific
16599,Pacific
16600,Atlantic
16601,Pacific
16602,Atlantic
16603,Pacific
16604,Atlantic
16605,Pacific
16606,Atlantic
16607,Pacific
16608,Atlantic
16609,Pacific
16610,Pacific
16611,Pacific
16612,Pacific
16613,Pacific
16614,Atlantic
16615,Pacific
16616,Pacific
16617,Pacific
16618,Pacific
16619,Pacific
16620,Pacific
16621,Pacific
16622,Pacific
16623,Pacific
16624,Pacific
16625,Atlantic
16626,Pacific
16627,Pacific
16628,Pacific
16629,Pacific
16630,Pacific
16631,Pacific
16632,Pacific
16633,Pacific
16634,Pacific
16635,Indian
16636,Pacific
16637,Pacific
16638,Atlantic
16639,Atlantic
16640,Pacific
16641,Pacific
16642,Pacific
16643,Pacific
16644,Pacific
16645,Atlantic
16646,Pacific
16647,Pacific
16648,Pacific
16649,Pacific
16650,Pacific
16651,Pacific
16652,Pacific
16653,Atlantic
16654,Pacific
16655,Pacific
16656,Pacific
16657,Pacific
16658,Pacific
16659,Pacific
16660,Pacific
16661,Pacific
16662,Atlantic
16663,Pacific
16664,Pacific
16665,Pacific
16666,Pacific
16667,Pacific
16668,Atlantic
16669,Pacific
16670,Pacific
16671,Pacific
16672,Pacific
16673,Atlantic
16674,Atlantic
16675,Pacific
16676,Pacific
16677,Pacific
16678,Pacific
16679,Pacific
16680,Pacific
16681,Pacific
16682,Atlantic
16683,Pacific
16684,Pacific
16685,Pacific
16686,Pacific
16687,Pacific
16688,Pacific
16689,Pacific
16690,Pacific
16691,Pacific
16692,Pacific
16693,Pacific
16694,Pacific
16695,Pacific
16696,Pacific
16697,Pacific
16698,Pacific
16699,Pacific
16700,Pacific
16701,Pacific
16702,Pacific
16703,Pacific
16704,Pacific
16705,Pacific
16706,Pacific
16707,Pacific
16708,Pacific
16709,Pacific
16710,Pacific
16711,Pacific
16712,Pacific
16713,Pacific
16714,Pacific
16715,Atlantic
16716,Pacific
16717,Pacific
16718,Pacific
16719,Pacific
16720,Pacific
16721,Pacific
16722,Atlantic
16723,Pacific
16724,Pacific
16725,Pacific
16726,Pacific
16727,Pacific
16728,Pacific
16729,Pacific
16730,Pacific
16731,Pacific
16732,Pacific
16733,Pacific
16734,Pacific
16735,Pacific
16736,Pacific
16737,Pacific
16738,Pacific
16739,Pacific
16740,Pacific
16741,Pacific
16742,Pacific
16743,Pacific
16744,Pacific
16745,Pacific
16746,Pacific
16747,Pacific
16748,Pacific
16749,Pacific
16750,Pacific
16751,Pacific
16752,Pacific
16753,Pacific
16754,Pacific
16755,Pacific
16756,Pacific
16757,Pacific
16758,Atlantic
16759,Pacific
16760,Pacific
16761,Pacific
16762,Pacific
16763,Pacific
16764,Pacific
16765,Pacific
16766,Pacific
16767,Pacific
16768,Pacific
16769,Pacific
16770,Pacific
16771,Pacific
16772,Pacific
16773,Pacific
16774,Pacific
16775,Pacific
16776,Pacific
16777,Pacific
16778,Pacific
16779,Pacific
16780,Pacific
16781,Pacific
16782,Pacific
16783,Pacific
16784,Pacific
16785,Pacific
16786,Pacific
16787,Pacific
16788,Pacific
16789,Pacific
16790,Pacific
16791,Pacific
16792,Pacific
16793,Pacific
16794,Pacific
16795,Pacific
16796,Pacific
16797,Pacific
16798,Pacific
16799,Pacific
16800,Pacific
16801,Pacific
16802,Pacific
16803,Pacific
16804,Pacific
16805,Pacific
16806,Pacific
16807,Pacific
16808,Pacific
16809,Pacific
16810,Pacific
16811,Pacific
16812,Atlantic
16813,Atlantic
16814,Atlantic
16815,Pacific
16816,Pacific
16817,Pacific
16818,Pacific
16819,Pacific
16820,Pacific
16821,Pacific
16822,Pacific
16823,Pacific
16824,Pacific
16825,Pacific
16826,Pacific
16827,Pacific
16828,Pacific
16829,Atlantic
16830,Pacific
16831,Pacific
16832,Pacific
16833,Pacific
16834,Pacific
16835,Pacific
16836,Pacific
16837,Atlantic
16838,Pacific
16839,Atlantic
16840,Pacific
16841,Pacific
16842,Pacific
16843,Pacific
16844,Atlantic
16845,Pacific
16846,Pacific
16847,Pacific
16848,Pacific
16849,Pacific
16850,Pacific
16851,Pacific
16852,Pacific
16853,Pacific
16854,Pacific
16855,Pacific
16856,Pacific
16857,Atlantic
16858,Pacific
16859,Pacific
16860,Pacific
16861,Pacific
16862,Pacific
16863,Pacific
16864,Pacific
16865,Pacific
16866,Pacific
16867,Pacific
16868,Pacific
16869,Pacific
16870,Pacific
16871,Pacific
16872,Atlantic
16873,Pacific
16874,Atlantic
16875,Pacific
16876,Pacific
16877,Pacific
16878,Pacific
16879,Pacific
16880,Pacific
16881,Pacific
16882,Pacific
16883,Atlantic
16884,Pacific
16885,Pacific
16886,Pacific
16887,Pacific
16888,Pacific
16889,Pacific
16890,Pacific
16891,Pacific
16892,Pacific
16893,Pacific
16894,Pacific
16895,Pacific
16896,Pacific
16897,Pacific
16898,Pacific
16899,Pacific
16900,Pacific
16901,Pacific
16902,Pacific
16903,Pacific
16904,Pacific
16905,Pacific
16906,Pacific
16907,Pacific
16908,Pacific
16909,Pacific
16910,Atlantic
16911,Atlantic
16912,Pacific
16913,Pacific
16914,Pacific
16915,Pacific
16916,Pacific
16917,Pacific
16918,Pacific
16919,Pacific
16920,Pacific
16921,Pacific
16922,Atlantic
16923,Pacific
16924,Pacific
16925,Pacific
16926,Pacific
16927,Pacific
16928,Pacific
16929,Atlantic
16930,Pacific
16931,Pacific
16932,Pacific
16933,Pacific
16934,Atlantic
16935,Pacific
16936,Pacific
16937,Pacific
16938,Pacific
16939,Pacific
16940,Pacific
16941,Pacific
16942,Atlantic
16943,Pacific
16944,Atlantic
16945,Atlantic
16946,Atlantic
16947,Atlantic
16948,Atlantic
